"outcome","race","age","relationship","sex","marital_status"
0," White",53," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Male"," Never-married"
0," White",69," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Male"," Never-married"
0," White",33," Not-in-family"," Male"," Never-married"
1," Black",47," Husband"," Male"," Married-civ-spouse"
1," White",50," Husband"," Male"," Married-civ-spouse"
0," White",22," Not-in-family"," Male"," Never-married"
0," White",20," Own-child"," Male"," Never-married"
0," White",42," Not-in-family"," Male"," Never-married"
0," Asian-Pac-Islander",23," Other-relative"," Male"," Never-married"
0," Black",24," Not-in-family"," Male"," Separated"
0," White",32," Not-in-family"," Female"," Divorced"
0," Black",41," Unmarried"," Male"," Widowed"
0," White",35," Husband"," Male"," Married-civ-spouse"
1," White",40," Husband"," Male"," Married-civ-spouse"
0," Black",25," Own-child"," Male"," Never-married"
0," Asian-Pac-Islander",34," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",23," Own-child"," Male"," Never-married"
1," White",30," Husband"," Male"," Married-civ-spouse"
0," White",55," Unmarried"," Female"," Widowed"
0," White",26," Not-in-family"," Female"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",39," Not-in-family"," Male"," Never-married"
1," Amer-Indian-Eskimo",52," Husband"," Male"," Married-civ-spouse"
0," White",42," Not-in-family"," Male"," Separated"
0," White",25," Not-in-family"," Male"," Never-married"
0," White",27," Own-child"," Male"," Never-married"
0," White",30," Own-child"," Male"," Never-married"
1," White",23," Not-in-family"," Male"," Never-married"
1," White",47," Husband"," Male"," Married-civ-spouse"
0," White",58," Not-in-family"," Male"," Divorced"
0," White",18," Own-child"," Female"," Never-married"
0," White",52," Unmarried"," Female"," Divorced"
0," White",24," Not-in-family"," Female"," Never-married"
1," White",58," Husband"," Male"," Married-civ-spouse"
0," White",35," Not-in-family"," Male"," Never-married"
0," White",31," Own-child"," Male"," Never-married"
1," White",46," Husband"," Male"," Married-civ-spouse"
1," White",43," Husband"," Male"," Married-civ-spouse"
0," White",21," Other-relative"," Female"," Never-married"
0," White",52," Husband"," Male"," Married-civ-spouse"
0," White",24," Own-child"," Female"," Never-married"
0," White",22," Not-in-family"," Female"," Never-married"
0," Asian-Pac-Islander",39," Husband"," Male"," Married-civ-spouse"
0," Black",34," Husband"," Male"," Married-civ-spouse"
1," White",58," Husband"," Male"," Married-civ-spouse"
0," White",26," Own-child"," Male"," Never-married"
0," Amer-Indian-Eskimo",29," Husband"," Male"," Married-civ-spouse"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," Black",28," Wife"," Female"," Married-civ-spouse"
0," White",62," Husband"," Male"," Married-civ-spouse"
1," White",54," Husband"," Male"," Married-civ-spouse"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," White",25," Husband"," Male"," Married-civ-spouse"
0," Black",48," Not-in-family"," Female"," Never-married"
0," White",56," Husband"," Male"," Married-civ-spouse"
0," White",30," Own-child"," Female"," Never-married"
0," White",41," Unmarried"," Female"," Divorced"
1," White",59," Unmarried"," Male"," Divorced"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",30," Unmarried"," Female"," Divorced"
0," White",27," Own-child"," Male"," Never-married"
0," White",19," Other-relative"," Female"," Never-married"
0," Asian-Pac-Islander",30," Not-in-family"," Male"," Never-married"
0," Black",47," Unmarried"," Female"," Divorced"
1," White",39," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",31," Husband"," Male"," Married-civ-spouse"
0," White",44," Unmarried"," Female"," Divorced"
0," White",37," Not-in-family"," Female"," Never-married"
0," White",28," Husband"," Male"," Married-civ-spouse"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Female"," Divorced"
1," White",44," Husband"," Male"," Married-civ-spouse"
0," White",40," Husband"," Male"," Married-civ-spouse"
1," Amer-Indian-Eskimo",53," Wife"," Female"," Married-civ-spouse"
0," White",31," Own-child"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Female"," Never-married"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",30," Own-child"," Male"," Never-married"
0," White",19," Own-child"," Female"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Male"," Never-married"
0," White",25," Own-child"," Female"," Never-married"
0," White",36," Husband"," Male"," Married-civ-spouse"
0," White",22," Unmarried"," Female"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
0," White",33," Not-in-family"," Female"," Never-married"
0," White",38," Not-in-family"," Male"," Never-married"
0," White",21," Wife"," Female"," Married-civ-spouse"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," Black",52," Not-in-family"," Male"," Divorced"
0," White",30," Own-child"," Male"," Never-married"
0," White",18," Own-child"," Male"," Never-married"
0," Asian-Pac-Islander",24," Husband"," Male"," Married-civ-spouse"
0," White",17," Other-relative"," Male"," Never-married"
0," White",48," Not-in-family"," Female"," Never-married"
0," White",66," Husband"," Male"," Married-civ-spouse"
0," White",46," Not-in-family"," Female"," Divorced"
1," White",55," Not-in-family"," Male"," Divorced"
0," White",28," Not-in-family"," Female"," Never-married"
0," White",33," Unmarried"," Female"," Divorced"
0," White",44," Husband"," Male"," Married-civ-spouse"
0," White",43," Unmarried"," Female"," Divorced"
0," White",42," Not-in-family"," Female"," Never-married"
0," Black",39," Unmarried"," Female"," Divorced"
0," White",23," Unmarried"," Male"," Never-married"
0," White",20," Own-child"," Female"," Never-married"
1," White",29," Unmarried"," Male"," Divorced"
0," White",54," Husband"," Male"," Married-civ-spouse"
0," White",34," Not-in-family"," Female"," Never-married"
1," White",30," Husband"," Male"," Married-civ-spouse"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",40," Unmarried"," Female"," Divorced"
0," White",37," Own-child"," Male"," Separated"
0," White",45," Husband"," Male"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
1," White",49," Husband"," Male"," Married-civ-spouse"
0," White",67," Husband"," Male"," Married-civ-spouse"
0," White",49," Not-in-family"," Male"," Divorced"
1," White",30," Husband"," Male"," Married-civ-spouse"
0," Black",56," Not-in-family"," Female"," Divorced"
0," White",29," Not-in-family"," Female"," Never-married"
0," White",33," Husband"," Male"," Married-civ-spouse"
0," White",25," Own-child"," Male"," Never-married"
1," White",28," Husband"," Male"," Married-civ-spouse"
0," White",23," Not-in-family"," Male"," Never-married"
0," White",39," Wife"," Female"," Married-civ-spouse"
1," White",37," Husband"," Male"," Married-civ-spouse"
1," White",39," Not-in-family"," Female"," Never-married"
1," White",32," Husband"," Male"," Married-civ-spouse"
0," White",26," Not-in-family"," Female"," Never-married"
0," White",57," Own-child"," Male"," Divorced"
1," White",36," Own-child"," Male"," Married-civ-spouse"
1," White",30," Husband"," Male"," Married-civ-spouse"
0," White",27," Husband"," Male"," Married-civ-spouse"
0," White",21," Not-in-family"," Male"," Never-married"
0," White",22," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",20," Own-child"," Male"," Never-married"
1," White",30," Husband"," Male"," Married-civ-spouse"
1," White",57," Husband"," Male"," Married-civ-spouse"
0," White",42," Unmarried"," Female"," Separated"
0," White",29," Unmarried"," Female"," Divorced"
1," White",44," Husband"," Male"," Married-civ-spouse"
0," White",28," Not-in-family"," Female"," Divorced"
1," White",42," Husband"," Male"," Married-civ-spouse"
0," White",26," Own-child"," Male"," Never-married"
0," White",29," Own-child"," Female"," Divorced"
0," White",42," Unmarried"," Male"," Divorced"
0," White",30," Husband"," Male"," Married-civ-spouse"
0," White",21," Own-child"," Female"," Never-married"
1," White",59," Husband"," Male"," Married-civ-spouse"
0," White",21," Own-child"," Male"," Never-married"
0," White",56," Not-in-family"," Male"," Divorced"
0," White",39," Not-in-family"," Female"," Never-married"
0," Black",21," Own-child"," Male"," Never-married"
1," White",48," Not-in-family"," Male"," Married-spouse-absent"
0," Black",35," Husband"," Male"," Married-civ-spouse"
1," White",43," Unmarried"," Male"," Separated"
0," White",23," Own-child"," Female"," Never-married"
0," White",17," Other-relative"," Male"," Never-married"
1," Asian-Pac-Islander",41," Husband"," Male"," Married-civ-spouse"
0," White",35," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Male"," Never-married"
0," White",53," Not-in-family"," Female"," Divorced"
0," White",42," Not-in-family"," Female"," Never-married"
0," Black",36," Unmarried"," Female"," Separated"
0," White",44," Husband"," Male"," Married-civ-spouse"
1," White",27," Wife"," Female"," Married-civ-spouse"
0," White",39," Husband"," Male"," Married-civ-spouse"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," White",34," Not-in-family"," Male"," Never-married"
0," White",17," Own-child"," Female"," Never-married"
0," White",31," Husband"," Male"," Married-civ-spouse"
0," White",59," Husband"," Male"," Married-civ-spouse"
0," Amer-Indian-Eskimo",39," Unmarried"," Female"," Married-spouse-absent"
1," Black",46," Husband"," Male"," Married-civ-spouse"
0," White",31," Not-in-family"," Female"," Married-spouse-absent"
0," White",27," Not-in-family"," Male"," Never-married"
0," White",18," Own-child"," Male"," Never-married"
1," White",46," Husband"," Male"," Married-civ-spouse"
1," White",55," Husband"," Male"," Married-civ-spouse"
0," White",48," Not-in-family"," Male"," Divorced"
0," White",53," Wife"," Female"," Married-civ-spouse"
1," Asian-Pac-Islander",44," Husband"," Male"," Married-civ-spouse"
0," White",43," Husband"," Male"," Married-civ-spouse"
0," White",50," Other-relative"," Female"," Separated"
0," White",56," Not-in-family"," Female"," Divorced"
0," White",27," Husband"," Male"," Married-civ-spouse"
0," Black",20," Own-child"," Female"," Never-married"
0," White",18," Own-child"," Female"," Never-married"
1," White",34," Husband"," Male"," Married-civ-spouse"
0," White",38," Unmarried"," Female"," Divorced"
0," White",40," Husband"," Male"," Married-civ-spouse"
0," White",55," Not-in-family"," Male"," Divorced"
1," Black",35," Wife"," Female"," Married-civ-spouse"
0," White",26," Own-child"," Male"," Never-married"
1," White",54," Husband"," Male"," Married-civ-spouse"
0," White",22," Own-child"," Male"," Never-married"
0," Black",52," Unmarried"," Female"," Divorced"
0," White",33," Not-in-family"," Male"," Separated"
1," White",42," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Male"," Never-married"
0," White",45," Unmarried"," Male"," Divorced"
0," Black",53," Husband"," Male"," Married-civ-spouse"
0," White",46," Unmarried"," Female"," Divorced"
0," White",25," Husband"," Male"," Married-civ-spouse"
0," Asian-Pac-Islander",90," Not-in-family"," Male"," Never-married"
0," Black",33," Own-child"," Female"," Never-married"
0," White",45," Not-in-family"," Male"," Divorced"
1," Black",47," Husband"," Male"," Married-civ-spouse"
0," White",38," Not-in-family"," Male"," Never-married"
1," Asian-Pac-Islander",35," Not-in-family"," Male"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
1," White",53," Husband"," Male"," Married-civ-spouse"
1," White",56," Husband"," Male"," Married-civ-spouse"
0," White",18," Own-child"," Male"," Never-married"
0," Black",44," Husband"," Male"," Married-civ-spouse"
0," White",50," Not-in-family"," Female"," Divorced"
0," Black",26," Not-in-family"," Male"," Never-married"
0," White",36," Not-in-family"," Female"," Never-married"
0," White",37," Not-in-family"," Female"," Divorced"
0," White",32," Not-in-family"," Female"," Never-married"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," White",62," Not-in-family"," Female"," Divorced"
0," White",46," Husband"," Male"," Married-civ-spouse"
0," White",41," Not-in-family"," Male"," Never-married"
0," White",37," Husband"," Male"," Married-civ-spouse"
0," White",27," Not-in-family"," Female"," Never-married"
0," White",38," Husband"," Male"," Married-civ-spouse"
0," Black",35," Not-in-family"," Female"," Never-married"
0," Amer-Indian-Eskimo",34," Own-child"," Female"," Never-married"
0," Black",50," Husband"," Male"," Married-civ-spouse"
1," White",28," Wife"," Female"," Married-civ-spouse"
0," Black",67," Unmarried"," Female"," Divorced"
0," White",34," Husband"," Male"," Married-civ-spouse"
0," White",19," Own-child"," Female"," Never-married"
0," White",23," Own-child"," Male"," Never-married"
1," White",50," Husband"," Male"," Married-civ-spouse"
1," White",45," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Male"," Never-married"
1," White",59," Wife"," Female"," Married-civ-spouse"
0," White",25," Not-in-family"," Female"," Never-married"
0," White",21," Not-in-family"," Female"," Never-married"
1," White",50," Husband"," Male"," Married-civ-spouse"
0," White",17," Own-child"," Female"," Never-married"
0," White",63," Not-in-family"," Female"," Widowed"
0," White",31," Not-in-family"," Male"," Never-married"
0," White",45," Not-in-family"," Male"," Divorced"
0," White",25," Own-child"," Male"," Never-married"
0," White",20," Own-child"," Male"," Never-married"
0," White",31," Other-relative"," Female"," Never-married"
0," White",42," Husband"," Male"," Married-civ-spouse"
1," White",56," Husband"," Male"," Married-civ-spouse"
0," White",47," Unmarried"," Female"," Never-married"
0," White",69," Not-in-family"," Female"," Divorced"
0," White",42," Wife"," Female"," Married-civ-spouse"
0," Other",19," Other-relative"," Female"," Never-married"
0," White",56," Husband"," Male"," Married-civ-spouse"
1," White",33," Husband"," Male"," Married-civ-spouse"
0," White",61," Unmarried"," Female"," Widowed"
0," White",38," Not-in-family"," Female"," Divorced"
1," White",50," Husband"," Male"," Married-civ-spouse"
